Order	Suborder	Family	Sp1	Sp2	Condition	MainTopic	Authors	Year	Article
Diptera	Brachycera	Drosophilidae	Drosophila koepferae	Drosophila antonietae	Laboratory	Yes	Colines, B; Soto, IM; de Panis, DN; Padro, J.	2018	Experimental hybridization in allopatric species of the Drosophila repleta group (Diptera: Drosophilidae): implications for the mode of speciation
Diptera	Brachycera	Drosophilidae	Drosophila lutescens	Drosophila takahashii	Laboratory	Yes	Hori, Y; Kimura, MT.	1998	Relationship between cold stupor and cold tolerance in Drosophila (Diptera : Drosophilidae)
Diptera	Brachycera	Drosophilidae	Drosophila malerkotliana	Drosophila pseudoananassae	Laboratory	Yes	Mishra, PK; Singh, BN.	2006	Unique phenotypes and variation in the sex comb patterns and their evolutionary implications in the Drosophila bipectinata species complex (Diptera : Drosophilidae)
Diptera	Brachycera	Drosophilidae	Drosophila melanogaster	Drosophila simulans	Laboratory	Yes	MORETEAU, B; PETAVY, G; GIBERT, P; MORIN, JP; MUNOZ, A; DAVID, JR.	1995	NEW DISCRIMINATING TRAITS BETWEEN FEMALES OF 2 SIBLING SPECIES - DROSOPHILA-MELANOGASTER AND DROSOPHILA-SIMULANS (DIPTERA, DROSOPHILIDAE)
Diptera	Brachycera	Drosophilidae	Drosophila montana	Drosophila lacicola	Field	Yes	Andrianov, BV; Romanov, DA; Sorokina, SY; Gorelova, TV.	2019	Comparative Analysis of Variation of the BOLD Fragment of Mitochondrial cox1 Gene and Y Chromosome kl-2 1-beta dynein heavy chain Gene in Drosophilavirilis Species Group (Diptera: Drosophilidae)
Diptera	Brachycera	Drosophilidae	Drosophila orientacea	Drosophila testacea	Laboratory	Yes	GRIMALDI, D; JAMES, AC; JAENIKE, J.	1992	SYSTEMATICS AND MODES OF REPRODUCTIVE ISOLATION IN THE HOLARCTIC DROSOPHILA-TESTACEA SPECIES GROUP (DIPTERA, DROSOPHILIDAE)
Diptera	Brachycera	Drosophilidae	Drosophila parabipectinata	Drosophila malerkotliana	Laboratory	Yes	Mishra, PK; Singh, BN.	2006	Unique phenotypes and variation in the sex comb patterns and their evolutionary implications in the Drosophila bipectinata species complex (Diptera : Drosophilidae)
Diptera	Brachycera	Drosophilidae	Drosophila parabipectinata	Drosophila pseudoananassae	Laboratory	Yes	Mishra, PK; Singh, BN.	2006	Unique phenotypes and variation in the sex comb patterns and their evolutionary implications in the Drosophila bipectinata species complex (Diptera : Drosophilidae)
Diptera	Brachycera	Drosophilidae	Drosophila parapallidosa	Drosophila ananassae	Field	Yes	Hama, Y; Lee, CY; Matsuda, M; Kamimura, Y; Sawamura, K.	2020	Long-term coexistence of a hybridization-derived population ofDrosophila parapallidosawith closely relatedDrosophila ananassae(Diptera: Drosophilidae)
Diptera	Brachycera	Drosophilidae	Drosophila silvestris	Drosophila heteroneura	Laboratory	Yes	PRICE, DK; BOAKE, CRB.	1995	BEHAVIORAL REPRODUCTIVE ISOLATION IN DROSOPHILA-SILVESTRIS, D-HETERONEURA, AND THEIR F1 HYBRIDS (DIPTERA, DROSOPHILIDAE)
Diptera	Brachycera	Glossinidae	Glossina swynnertoni	Glossina morsitans	Laboratory	Yes	Gooding, RH.	1997	Genetics of hybridization of Glossina swynnertoni with Glossina morsitans morsitans and Glossina morsitans centralis
Diptera	Nematocera	Chironomidae	Glyptotendipes glaucus	Glyptotendipes pallens	Field	Yes	Michailova, PV.	1996	Cytotaxonomy of Chironomidae (Diptera) from Lake Shabla (Bulgaria): Cytogenetic evidence for introgressive hybridization
Diptera	Nematocera	Chironomidae	Glyptotendipes pallens	Glyptotendipes glaucus	Field	Yes	Michailova, P; Warchalowska-Sliwa, E; Kownacki, A.	2001	Cytotaxonomic characteristics of the genus Glyptotendipes Kieffer (Chironomidae, Diptera) from fish and retention ponds (Silesia, southern Poland)
Diptera	Nematocera	Chironomidae	Glyptotendipes salinus	Glyptotendipes barbipes	Laboratory	Yes	MICHAILOVA, P; BELCHEVA, R.	1989	MEIOSIS IN AN EXPERIMENTAL HYBRID OF GLYPTOTENDIPES-SALINUS MICHAILOVA X GLYPTOTENDIPES-BARBIPES (STAEGER) (DIPTERA, CHIRONOMIDAE)
Diptera	Brachycera	Agromyzidae	Liriomyza sativae	Liriomyza trifolii	Laboratory	Yes	Tokumaru, S; Abe, Y.	2005	Interspecific hybridization between Liriomyza sativae Blanchard and L. trifolii (Burgess) (Diptera : Agromyzidae)
Diptera	Brachycera	Calliphoridae	Lucilia sericata	Lucilia cuprina	Field	Yes	Williams, K; Villet, MH.	2013	Ancient and modern hybridization between Lucilia sericata and L. cuprina (Diptera: Calliphoridae)
Diptera	Nematocera	Psychodidae	Lutzomyia longipalpis	Lutzomyia cruzi	Field	No	Santos, MFC; Ribolla, PEM; Alonso, DP; Andrade, JD; Casaril, AE; Ferreira, AMT; Fernandes, CES; Brazil, RP; Oliveira, AG.	2013	Genetic Structure of Lutzomyia longipalpis Populations in Mato Grosso Do Sul, Brazil, Based on Microsatellite Markers
Diptera	Nematocera	Psychodidae	Lutzomyia pseudolongipalpis	Lutzomyia longipalpis	Laboratory	Yes	Arrivillaga, J; Salerno, P; Rangel, Y.	2009	Asymmetric reproductive isolation between Lutzomyia pseudolongipalpis and Lutzomyia longipalpis (species C2), Neotropical vectors of visceral leishmaniasis (Diptera: Pshychodidae).
Diptera	Nematocera	Culicidae	Ochlerotatus triseriatus	Ochlerotatus hendersoni	Laboratory	Yes	Anderson, JR; Schneider, JR; Grimstad, PR; Severson, DW.	2006	Identification of quantitative trait loci for larval morphological traits in interspecific hybrids of Ochlerotatus triseriatus and Ochlerotatus hendersoni (Diptera : Culicidae)
Diptera	Nematocera	Psychodidae	Phlebotomus perniciosus	Phlebotomus longicuspis	Field	Yes	Pesson, B; Ready, JS; Benabdennbi, I; Martin-Sanchez, J; Esseghir, S; Cadi-Soussi, M; Morillas-Marquez, F; Ready, PD.	2004	Sandflies of the Phlebotomus perniciosus complex: mitochondrial introgression and a new sibling species of P-longicuspis in the Moroccan Rif
Diptera	Nematocera	Simuliidae	Prosimulium multidentatum	Prosimulium magnum	Field	Yes	ROTHFELS, K; NAMBIAR, R.	1981	A CYTOLOGICAL STUDY OF NATURAL HYBRIDS BETWEEN PROSIMULIUM-MULTIDENTATUM AND P-MAGNUM - WITH NOTES ON SEX DETERMINATION IN THE SIMULIIDAE (DIPTERA)
Diptera	Nematocera	Culicidae	Psorophora columbiae	Psorophora toltecum	Field	Yes	Lanzaro, GC; Collier, TC; Lee, Y.	2015	Defining Genetic, Taxonomic, and Geographic Boundaries Among Species of the Psorophora confinnis (Diptera: Culicidae) Complex in North and South America
Diptera	Brachycera	Tephritidae	Rhagoletis cerasi	Rhagoletis cingulata	Field	Yes	Johannesen, J; Keyghobadi, N; Schuler, H; Stauffer, C; Vogt, H.	2013	Invasion genetics of American cherry fruit fly in Europe and signals of hybridization with the European cherry fruit fly
Diptera	Brachycera	Tephritidae	Rhagoletis mendax	Rhagoletis zephyria	Field	Yes	Schwarz, D; McPheron, BA.	2007	When ecological isolation breaks down: sexual isolation is an incomplete barrier to hybridization between Rhagoletis species
Diptera	Brachycera	Tephritidae	Rhagoletis pomonella	Rhagoletis zephyria	Field	Yes	Yee, WL; Chapman, PS; Sheets, HD.	2013	Comparative Body Size and Shape Analyses of F-1 Hybrid Rhagoletis pomonella and Rhagoletis zephyria (Diptera: Tephritidae)
Diptera	Brachycera	Tephritidae	Rhagoletis zoqui	Rhagoletis ramosae	Laboratory	Yes	Tadeo, E; Aluja, M; Rull, J.	2018	Precopulatory mating and postzygotic isolation between two walnut-infesting species of Rhagoletis from Mexican highlands
Diptera	Brachycera	Sepsidae	Sepsis cynipsea	Sepsis neocynipsea	Laboratory	Yes	Giesen, A; Schafer, MA; Blanckenhorn, WU.	2019	Geographic patterns of postzygotic isolation between two closely related widespread dung fly species (Sepsis cynipsea and Sepsis neocynipsea; Diptera: Sepsidae)
Diptera	Nematocera	Simuliidae	Simulium arcticum	Simulium saxosum	Field	Yes	Conflitti, IM; Shields, GF; Murphy, RW; Currie, DC.	NA	Genetic panmixia within a narrow contact zone between chromosomally and ecologically distinct black fly sibling species (Diptera: Simuliidae)
Diptera	Nematocera	Simuliidae	Simulium damnosum	Simulium sirbanum	Field	Yes	Boakye, DA; Back, C; Brakefield, PM.	2000	Evidence of multiple mating and hybridization in Simulium damnosum s.l. (Diptera : Simuliidae) in nature
Diptera	Nematocera	Simuliidae	Simulium flexibranchium	Simulium petricolum	Field	Yes	Adler, PH; Seitz, G.	2020	CHROMOSOMAL RELATIONSHIPS OF BLACK FLIES (DIPTERA: SIMULIIDAE) IN THE SIMULIUM AUREUM FRIES SPECIES GROUP ON THE GREEK ISLAND OF RHODES
Diptera	Nematocera	Simuliidae	Simulium sanctipauli	Simulium squamosum	Field	Yes	POST, RJ.	1984	NATURAL INTERSPECIFIC HYBRIDIZATION OF SIMULIUM-SANCTIPAULI SL WITH SIMULIUM-SQUAMOSUM AND SIMULIUM-YAHENSE (DIPTERA, SIMULIIDAE)
Diptera	Nematocera	Simuliidae	Simulium sanctipauli	Simulium yahense	Field	Yes	POST, RJ.	1984	NATURAL INTERSPECIFIC HYBRIDIZATION OF SIMULIUM-SANCTIPAULI SL WITH SIMULIUM-SQUAMOSUM AND SIMULIUM-YAHENSE (DIPTERA, SIMULIIDAE)
Diptera	Brachycera	Tephritidae	Tomoplagia reticulata	Tomoplagia pallens	Field	Yes	Abreu, AG; Solferini, VN.	NA	Genetic population structure and hybridization in two sibling species, Tomoplagia reticulata and Tomoplagia pallens (Diptera: Tephritidae)
Diptera	Brachycera	Drosophilidae	Zaprionus burlai	Zaprionus tuberculatus	Laboratory	No	Yassin, A.	2008	Molecular and Morphometrical Revision of the Zaprionus tuberculatus Species Subgroup (Diptera: Drosophilidae), with Descriptions of Two Cryptic Species
Hymenoptera	"Other"	Andrenidae	Andrena scurra	Andrena ellisiae	Field	Yes	LANHAM, UN.	1984	THE HYBRID SWARM OF ANDRENA (HYMENOPTERA, APOIDEA) IN WESTERN NORTH-AMERICA - A POSSIBLE SOURCE FOR THE EVOLUTIONARY ORIGIN OF A NEW SPECIES
Hymenoptera	"Other"	Braconidae	Aphidius ervi	Aphidius microlophii	Laboratory	Yes	PENNACCHIO, F; DIGILIO, MC; TREMBLAY, E; TRANFAGLIA, A.	1994	HOST RECOGNITION AND ACCEPTANCE BEHAVIOR IN 2 APHID PARASITOID SPECIES - APHIDIUS-ERVI AND APHIDIUS-MICROLOPHII (HYMENOPTERA, BRACONIDAE)
Hymenoptera	"Other"	Apidae	Apis cerana	Apis mellifera	Laboratory	Yes	Gloag, R; Tan, K; Wang, Y; Song, W; Luo, W; Buchman, G; Beekman, M; Oldroyd, BP.	2017	No evidence of queen thelytoky following interspecific crosses of the honey bees Apis cerana and Apis mellifera
Hymenoptera	"Ant"	Formicidae	Camponotus herculeanus	Camponotus ligniperda	Field	Yes	Seifert, B.	2019	Hybridization in the European carpenter ants Camponotus herculeanus and C. ligniperda (Hymenoptera: Formicidae)
Hymenoptera	"Other"	Braconidae	Cotesia chilonis	Cotesia sesamiae	Laboratory	Yes	KIMANI, SW; OVERHOLT, WA.	1995	BIOSYSTEMATICS OF THE COTESIA-FLAVIPES COMPLEX (HYMENOPTERA, BRACONIDAE) - INTERSPECIFIC HYBRIDIZATION, SEX-PHEROMONE AND MATING BEHAVIOR STUDIES 
Hymenoptera	"Other"	Braconidae	Cotesia flavipes	Cotesia chilonis	Laboratory	Yes	KIMANI, SW; OVERHOLT, WA.	1995	BIOSYSTEMATICS OF THE COTESIA-FLAVIPES COMPLEX (HYMENOPTERA, BRACONIDAE) - INTERSPECIFIC HYBRIDIZATION, SEX-PHEROMONE AND MATING BEHAVIOR STUDIES 
Hymenoptera	"Other"	Braconidae	Cotesia flavipes	Cotesia sesamie	Laboratory	Yes	KIMANI, SW; OVERHOLT, WA.	1995	BIOSYSTEMATICS OF THE COTESIA-FLAVIPES COMPLEX (HYMENOPTERA, BRACONIDAE) - INTERSPECIFIC HYBRIDIZATION, SEX-PHEROMONE AND MATING BEHAVIOR STUDIES 
Hymenoptera	"Other"	Ichneumonidae	Diadegma semiclausum	Diadegma fenestrale 	Laboratory	Yes	Davies, AP; Takashino, K; Watanabe, M; Miura, K. 	2009	Parental genetic traits in offspring from inter-specific crosses between introduced and indigenous Diadegma Foerster(Hymenoptera: Ichneumonidae): Possible effects on conservation genetics
Hymenoptera	"Other"	Aphelinidae	Encarsia suzannae	Encarsia gennaroi	Laboratory	Yes	Gebiola, M; Kelly, SE; Hammerstein, P; Giorgini, M; Hunter, MS.	2016	Darwin's corollary and cytoplasmic incompatibility induced by Cardinium may contribute to speciation in Encarsia wasps (Hymenoptera: Aphelinidae)
Hymenoptera	"Ant"	Formicidae	Formica aquilonia 	Formica lugubris	Field	Yes	Seifert, B.	2021	A taxonomic revision of the Palaearctic members of the Formica rufa group (Hymenoptera: Formicidae) - the famous mound-building red wood ants
Hymenoptera	"Ant"	Formicidae	Formica aquilonia 	Formica paralugubris	Field	Yes	Seifert, B.	2021	A taxonomic revision of the Palaearctic members of the Formica rufa group (Hymenoptera: Formicidae) - the famous mound-building red wood ants
Hymenoptera	"Ant"	Formicidae	Formica aquilonia 	Formica polyctena	Field	Yes	Beresford, J; Elias, M; Pluckrose, L; Sundstrom, L; Butlin, RK; Pamilo, P; Kulmuni, J.	2017	Widespread hybridization within mound-building wood ants in Southern Finland results in cytonuclear mismatches and potential for sex-specific hybrid breakdown
Hymenoptera	"Ant"	Formicidae	Formica bruni	Formica pressilabris	Field	Yes	Seifert, B.	1999	Interspecific hybridisations in natural populations of ants by example of a regional fauna (Hymenoptera, Formicidae)
Hymenoptera	"Ant"	Formicidae	Formica lugubris	Formica pratensis	Field	Yes	Seifert, B.	2021	A taxonomic revision of the Palaearctic members of the Formica rufa group (Hymenoptera: Formicidae) - the famous mound-building red wood ants
Hymenoptera	"Ant"	Formicidae	Formica lugubris	Formica rufa	Field	Yes	Seifert, B.	2021	A taxonomic revision of the Palaearctic members of the Formica rufa group (Hymenoptera: Formicidae) - the famous mound-building red wood ants
Hymenoptera	"Ant"	Formicidae	Formica polyctena	Formica rufa	Field	Yes	Seifert, B; Kulmuni, J; Pamilo, P.	2010	Independent hybrid populations of Formica polyctena X rufa wood ants (Hymenoptera: Formicidae) abound under conditions of forest fragmentation
Hymenoptera	"Ant"	Formicidae	Formica rufa	Formica polyctena	Field	Yes	Seifert, B.	1999	Interspecific hybridisations in natural populations of ants by example of a regional fauna (Hymenoptera, Formicidae)
Hymenoptera	"Ant"	Formicidae	Lasius claviger	Lasius latipes	Field	Yes	Umphrey, GJ.	2006	Sperm parasitism in ants: Selection for interspecific mating and hybridization
Hymenoptera	"Ant"	Formicidae	Lasius emarginatus	Lasius platythorax	Field	Yes	Seifert, B.	1999	Interspecific hybridisations in natural populations of ants by example of a regional fauna (Hymenoptera, Formicidae)
Hymenoptera	"Ant"	Formicidae	Lasius niger	Lasius psammophilus 	Field	Yes	van der Have, TM; Pedersen, JS; Boomsma, JJ. 	2011	Mating, hybridisation and introgression in Lasius ants (Hymenoptera: Formicidae)
Hymenoptera	"Ant"	Formicidae	Lasius umbratus	Lasius jensi	Field	Yes	Seifert, B.	1999	Interspecific hybridisations in natural populations of ants by example of a regional fauna (Hymenoptera, Formicidae)
Hymenoptera	"Ant"	Formicidae	Lasius umbratus	Lasius meridionalis	Field	Yes	Seifert, B.	1999	Interspecific hybridisations in natural populations of ants by example of a regional fauna (Hymenoptera, Formicidae)
Hymenoptera	"Ant"	Formicidae	Messor minor	Messor wasmanni	Field	Yes	Steiner, FM; Seifert, B; Grasso, DA; Le Moli, F; Arthofer, W; Stauffer, C; Crozier, RH; Schlick-Steiner, BC.	2011	Mixed colonies and hybridisation of Messor harvester ant species (Hymenoptera: Formicidae)
Hymenoptera	"Ant"	Formicidae	Myrmecia banksi	Myrmecia pilosula	Field	Yes	Taylor, RW.	2015	Ants with Attitude: Australian Jack-jumpers of the Myrmecia pilosula species complex, with descriptions of four new species (Hymenoptera: Formicidae: Myrmeciinae)
Hymenoptera	"Ant"	Formicidae	Myrmica scabrinodis 	Myrmica vandeli	Field	Yes	Yazdi, AB; Munch, W; Seifert, B.	2012	A first demonstration of interspecific hybridization in Myrmica ants by geometric morphometrics (Hymenoptera: Formicidae)
Hymenoptera	"Other"	Pteromalidae	Nasonia longicornis	Nasonia giraulti	Laboratory	No	Pietsch, C; Rutten, K; Gadau, J.	2004	Eleven microsatellite markers in Nasonia, ASHMEAD 1904 (Hymenoptera; Pteromalidae)
Hymenoptera	"Other"	Pteromalidae	Nasonia oneida	Nasonia giraulti	Laboratory	Yes	Raychoudhury, R; Desjardins, CA; Buellesbach, J; Loehlin, DW; Grillenberger, BK; Beukeboom, L; Schmitt, T; Werren, JH.	2010	Behavioral and genetic characteristics of a new species of Nasonia
Hymenoptera	"Other"	Pteromalidae	Nasonia oneida	Nasonia longicornis	Laboratory	Yes	Raychoudhury, R; Desjardins, CA; Buellesbach, J; Loehlin, DW; Grillenberger, BK; Beukeboom, L; Schmitt, T; Werren, JH.	2010	Behavioral and genetic characteristics of a new species of Nasonia
Hymenoptera	"Other"	Pteromalidae	Nasonia oneida	Nasonia vitripennis	Laboratory	Yes	Raychoudhury, R; Desjardins, CA; Buellesbach, J; Loehlin, DW; Grillenberger, BK; Beukeboom, L; Schmitt, T; Werren, JH.	2010	Behavioral and genetic characteristics of a new species of Nasonia
Hymenoptera	"Other"	Pteromalidae	Nasonia vitripennis	Nasonia giraulti	Laboratory	Yes	Gadau, J; Page, RE; Werren, JH.	2002	The genetic basis of the interspecific differences in wing size in Nasonia (Hymenoptera; Pteromalidae): Major quantitative trait loci and epistasis
Hymenoptera	"Other"	Pteromalidae	Nasonia vitripennis	Nasonia longicornis	Laboratory	Yes	Beukeboom, LW; van den Assem, J.	2001	Courtship and mating behaviour of interspecific Nasonia hybrids (Hymenoptera, Pteromalidae): A grandfather effect
Hymenoptera	"Ant"	Formicidae	Pogonomyrmex occidentalis	Pogonomyrmex maricopa 	Field	Yes	Anderson, KE; Novak, SJ; Smith, JF. 	2008	Populations composed entirely of hybrid colonies: bidirectional hybridization and polyandry in harvester ants
Hymenoptera	"Ant"	Formicidae	Pogonomyrmex rugosus	Pogonomyrmex barbatus	Field	Yes	Yamauchi, A; Yamamura, N.	2006	Persistence conditions of symmetric social hybridogenesis in haplo-diploid hymenoptera
Hymenoptera	"Ant"	Formicidae	Solenopsis geminata	Solenopsis xyloni	Field	Yes	Sanchez-Pena, SR; Chacon-Cardosa, MC; Resendez-Perez, D.	2009	IDENTIFICATION OF FIRE ANTS (HYMENOPTERA: FORMICIDAE) FROM NORTHEASTERN MEXICO WITH MORPHOLOGY AND MOLECULAR MARKERS
Hymenoptera	"Ant"	Formicidae	Solenopsis invicta	Solenopsis richteri	Field	Yes	Diffie, S; Bass, MH; Bondari, K.	1997	Winter survival of Solenopsis invicta and the Solenopsis hybrid (Hymenoptera: Formicidae) in Georgia
Hymenoptera	"Ant"	Formicidae	Temnothorax adlerzi	Temnothorax algeriana	Laboratory	Yes	JESSEN, K; KLINKICHT, M.	1990	HYBRIDIZATION IN THE SOCIAL PARASITIC ANT GENUS EPIMYRMA (HYMENOPTERA, FORMICIDAE)
Hymenoptera	"Ant"	Formicidae	Temnothorax adlerzi	Temnothorax kraussei	Laboratory	Yes	JESSEN, K; KLINKICHT, M.	1990	HYBRIDIZATION IN THE SOCIAL PARASITIC ANT GENUS EPIMYRMA (HYMENOPTERA, FORMICIDAE)
Hymenoptera	"Ant"	Formicidae	Temnothorax albipennis	Temnothorax nigriceps	Field	Yes	Seifert, B.	1999	Interspecific hybridisations in natural populations of ants by example of a regional fauna (Hymenoptera, Formicidae)
Hymenoptera	"Ant"	Formicidae	Temnothorax albipennis	Temnothorax tuberum	Field	Yes	Seifert, B.	1999	Interspecific hybridisations in natural populations of ants by example of a regional fauna (Hymenoptera, Formicidae)
Hymenoptera	"Ant"	Formicidae	Temnothorax albipennis	Temnothorax unifasciatus	Field	Yes	Seifert, B.	1999	Interspecific hybridisations in natural populations of ants by example of a regional fauna (Hymenoptera, Formicidae)
Hymenoptera	"Ant"	Formicidae	Temnothorax corsica	Temnothorax adlerzi	Laboratory	Yes	JESSEN, K; KLINKICHT, M.	1990	HYBRIDIZATION IN THE SOCIAL PARASITIC ANT GENUS EPIMYRMA (HYMENOPTERA, FORMICIDAE)
Hymenoptera	"Ant"	Formicidae	Temnothorax corsica	Temnothorax algeriana	Laboratory	Yes	JESSEN, K; KLINKICHT, M.	1990	HYBRIDIZATION IN THE SOCIAL PARASITIC ANT GENUS EPIMYRMA (HYMENOPTERA, FORMICIDAE)
Hymenoptera	"Ant"	Formicidae	Temnothorax corsica	Temnothorax kraussei	Laboratory	Yes	JESSEN, K; KLINKICHT, M.	1990	HYBRIDIZATION IN THE SOCIAL PARASITIC ANT GENUS EPIMYRMA (HYMENOPTERA, FORMICIDAE)
Hymenoptera	"Ant"	Formicidae	Temnothorax crassispinus	Temnothorax crasecundus	Field	Yes	Seifert, B; Csosz, S. 	2015	Temnothorax crasecundus sp n. - a cryptic Eurocaucasian ant species (Hymenoptera, Formicidae) discovered by Nest Centroid Clustering
Hymenoptera	"Ant"	Formicidae	Temnothorax kraussei	Temnothorax algeriana	Laboratory	Yes	JESSEN, K; KLINKICHT, M.	1990	HYBRIDIZATION IN THE SOCIAL PARASITIC ANT GENUS EPIMYRMA (HYMENOPTERA, FORMICIDAE)
Hymenoptera	"Ant"	Formicidae	Temnothorax kraussei	Temnothorax bernardi	Laboratory	Yes	JESSEN, K; KLINKICHT, M.	1990	HYBRIDIZATION IN THE SOCIAL PARASITIC ANT GENUS EPIMYRMA (HYMENOPTERA, FORMICIDAE)
Hymenoptera	"Ant"	Formicidae	Temnothorax nigriceps	Temnothorax unifasciatus	Field	Yes	Seifert, B.	1999	Interspecific hybridisations in natural populations of ants by example of a regional fauna (Hymenoptera, Formicidae)
Hymenoptera	"Ant"	Formicidae	Temnothorax nylanderi	Temnothorax crassispinus	Field	Yes	Seifert, B.	1999	Interspecific hybridisations in natural populations of ants by example of a regional fauna (Hymenoptera, Formicidae)
Hymenoptera	"Ant"	Formicidae	Temnothorax tuberum	Temnothorax nigriceps	Field	Yes	Seifert, B.	1999	Interspecific hybridisations in natural populations of ants by example of a regional fauna (Hymenoptera, Formicidae)
Hymenoptera	"Other"	Apidae	Tetragonula carbonaria	Tetragonula hockingsi	Field	Yes	Brito, RM; Francisco, FO; Ho, SYW; Oldroyd, BP.	2014	Genetic architecture of the Tetragonula carbonaria species complex of Australian stingless bees (Hymenoptera: Apidae: Meliponini)
Hymenoptera	"Ant"	Formicidae	Tetramorium immigrans	Tetramorium caespitum	Field	Yes	Cordonnier, M; Escarguel, G; Dumet, A; Kaufmann, B.	2020	Multiple mating in the context of interspecific hybridization between two Tetramorium ant species
Hymenoptera	"Other"	Torymidae	Torymus sinensis	Torymus beneficus	FIeld	Yes	Yara, K; Yano, E; Sasawaki, T; Shiga, M. 	2000	Detection of hybrids between introduced Torymus sinensis and native T-beneficus (Hymenoptera : Torymidae) in central Japan, using malic enzyme
Hymenoptera	"Other"	Trichogrammatidae	Trichogramma minutum	Trichogramma platneri	Laboratory	Yes	Pinto, JD; Platner, GR; Stouthamer, R.	2003	The systematics of the Trichogramma minutum species complex (Hymenoptera : Trichogrammatidae), a group of important North American biological control agents: the evidence from reproductive compatibility and allozymes
